cod_depto,nombre_depto,cod_mpio,nombre_mpio,mesas_informadas_pct,votos_abelardo,votos_cepeda,votos_blanco,votos_nulos,tarjetones_no_marcados
15,CUNDINAMARCA,15100,GACHANCIPA,100%,3953,5831,192,144,9
07,BOYACA,07094,GACHANTIVA,100%,1568,481,27,13,6
15,CUNDINAMARCA,15103,GACHETA,100%,4072,1574,104,42,14
27,SANTANDER,27085,GALAN,100%,1669,218,10,4,0
03,ATLANTICO,03013,GALAPA,100%,7774,19739,208,106,22
28,SUCRE,28048,GALERAS (NUEVA GRANADA),100%,7458,3635,146,45,30
15,CUNDINAMARCA,15106,GAMA,100%,1613,488,26,18,5
12,CESAR,12450,GAMARRA,100%,4469,2487,54,23,10
27,SANTANDER,27088,GAMBITA,100%,2113,384,21,7,6
07,BOYACA,07097,GAMEZA,100%,2328,520,25,14,2
07,BOYACA,07100,GARAGOA,100%,5345,3271,159,95,6
26,QUINDIO,26040,GENOVA,100%,2774,1373,58,73,14
19,HUILA,19034,GARZON,100%,26311,13153,657,396,46
88,CONSULADOS,88115,GHANA,100%,21,22,1,0,0
19,HUILA,19037,GIGANTE,100%,9221,4054,184,136,22
31,VALLE,31058,GINEBRA,100%,5025,6932,153,114,12
01,ANTIOQUIA,01130,GIRALDO,100%,1902,1336,70,19,2
15,CUNDINAMARCA,15109,GIRARDOT,100%,31519,26524,797,652,28
27,SANTANDER,27091,GIRON,100%,56857,32286,1569,774,49
01,ANTIOQUIA,01133,GIRARDOTA,100%,20635,11805,815,505,53
12,CESAR,12525,GONZALEZ,100%,1935,848,71,31,1
01,ANTIOQUIA,01136,GOMEZ PLATA,100%,4070,968,124,67,14
25,NORTE DE SAN,25040,GRAMALOTE,100%,3552,358,28,6,9
01,ANTIOQUIA,01139,GRANADA,100%,5316,857,73,29,14
15,CUNDINAMARCA,15132,GRANADA,100%,2435,2282,61,53,3
52,META,52035,GRANADA,100%,23610,14418,631,569,46
27,SANTANDER,27094,GUACA,100%,3147,482,38,22,5
07,BOYACA,07103,GUACAMAYAS,100%,763,208,11,14,1
31,VALLE,31061,GUACARI,100%,5129,14854,162,145,24
11,CAUCA,11029,GUACHENE,100%,1691,9076,104,165,8
15,CUNDINAMARCA,15112,GUACHETA,100%,4742,1662,162,108,15
23,NARIÑO,23052,GUACHUCAL,100%,2528,9035,100,58,23
01,ANTIOQUIA,01140,GUADALUPE,100%,1683,1804,146,77,39
19,HUILA,19040,GUADALUPE,100%,6670,2401,149,101,29
27,SANTANDER,27097,GUADALUPE,100%,2691,392,27,10,2
23,NARIÑO,23055,GUAITARILLA,100%,1463,6428,64,51,5
15,CUNDINAMARCA,15115,GUADUAS,100%,9791,4941,232,148,20
23,NARIÑO,23058,GUALMATAN,100%,1171,2747,66,29,2
21,MAGDALENA,21040,GUAMAL,100%,7618,4512,67,28,17
52,META,52040,GUAMAL,100%,7281,3028,143,164,8
29,TOLIMA,29058,GUAMO,100%,11397,5274,195,168,32
27,SANTANDER,27100,GUAPOTA,100%,1336,148,13,5,2
11,CAUCA,11028,GUAPI,100%,591,10097,46,91,6
28,SUCRE,28049,GUARANDA,100%,5247,2520,70,23,12
15,CUNDINAMARCA,15118,GUASCA,100%,5022,3838,222,197,10
01,ANTIOQUIA,01142,GUARNE,100%,23505,8833,780,373,46
01,ANTIOQUIA,01145,GUATAPE,100%,4816,1147,119,45,11
15,CUNDINAMARCA,15121,GUATAQUI,100%,962,638,10,6,1
15,CUNDINAMARCA,15124,GUATAVITA,100%,3039,1235,96,46,7
88,CONSULADOS,88410,GUATEMALA,100%,1089,208,27,2,1
07,BOYACA,07106,GUATEQUE,100%,3778,2380,112,62,7
24,RISARALDA,24029,GUATICA,100%,4439,2070,149,104,13
27,SANTANDER,27103,GUAVATA,100%,1964,994,41,19,2
15,CUNDINAMARCA,15128,GUAYABETAL,100%,2493,858,23,20,6
15,CUNDINAMARCA,15127,GUAYABAL DE SIQUIMA,100%,2224,998,59,26,7
07,BOYACA,07109,GUAYATA,100%,2247,485,21,10,2
27,SANTANDER,27106,GUEPSA,100%,1726,857,32,29,2
07,BOYACA,07112,GUICAN,100%,1063,756,31,22,4
88,CONSULADOS,88430,HAITI,100%,8,9,1,0,0
15,CUNDINAMARCA,15130,GUTIERREZ,100%,1847,269,13,6,1
25,NORTE DE SAN,25043,HACARI,100%,1286,3043,54,45,6
46,CASANARE,46320,HATO COROZAL,100%,4204,1048,34,25,7
05,BOLIVAR,05026,HATILLO DE LOBA,100%,4283,1994,25,26,8
27,SANTANDER,27109,HATO,100%,1239,304,21,11,2
48,LA GUAJIRA,48009,HATONUEVO,100%,2343,6436,60,28,14
01,ANTIOQUIA,01148,HELICONIA,100%,2438,791,55,34,17
25,NORTE DE SAN,25046,HERRAN,100%,1966,86,23,2,5
01,ANTIOQUIA,01150,HISPANIA,100%,2242,651,45,13,7
19,HUILA,19043,HOBO,100%,2568,1568,78,49,9
29,TOLIMA,29061,HERVEO,100%,2559,784,34,32,4
29,TOLIMA,29064,HONDA,100%,6634,7002,161,148,10
88,CONSULADOS,88445,HUNGRIA,100%,84,147,14,1,0
88,CONSULADOS,88440,HONDURAS,100%,258,62,4,1,0
29,TOLIMA,29001,IBAGUE,100%,176469,139933,5425,3528,236
23,NARIÑO,23061,ILES,100%,1160,3808,38,29,13
29,TOLIMA,29067,ICONONZO,100%,3022,2894,68,38,12
88,CONSULADOS,88455,INDIA,100%,12,14,6,0,0
23,NARIÑO,23064,IMUES,100%,1363,3473,52,26,8
88,CONSULADOS,88460,INDONESIA,100%,22,14,1,0,0
88,CONSULADOS,88465,INGLATERRA,100%,6977,4956,267,12,3
11,CAUCA,11031,INZA,100%,2578,10734,81,104,45
50,GUAINIA,50001,INIRIDA,100%,4663,6846,162,71,30
23,NARIÑO,23067,IPIALES,100%,18284,48510,718,666,112
88,CONSULADOS,88470,IRLANDA,100%,274,321,18,1,0
19,HUILA,19046,IQUIRA,100%,2922,2340,55,32,12
19,HUILA,19044,ISNOS,100%,8340,6396,272,184,36
88,CONSULADOS,88490,ISRAEL,100%,851,120,7,3,1
17,CHOCO,17019,ISTMINA,100%,1764,9765,115,146,32
01,ANTIOQUIA,01151,ITAGUI,100%,109001,55270,3772,1736,124
88,CONSULADOS,88495,ITALIA,100%,4103,4408,178,19,1
01,ANTIOQUIA,01154,ITUANGO,100%,3067,2499,179,91,45
88,CONSULADOS,88500,JAMAICA,100%,90,38,1,0,0
07,BOYACA,07118,IZA,100%,1041,534,25,15,1
11,CAUCA,11034,JAMBALO,100%,200,8766,53,39,13
31,VALLE,31064,JAMUNDI,100%,30708,55757,1352,816,114
88,CONSULADOS,88505,JAPON,100%,275,238,17,0,1
01,ANTIOQUIA,01157,JARDIN,100%,6478,2594,202,42,20
07,BOYACA,07121,JENESANO,100%,3093,1323,42,30,7
01,ANTIOQUIA,01160,JERICO,100%,5634,1637,130,75,18
07,BOYACA,07124,JERICO,100%,1865,198,9,9,5
15,CUNDINAMARCA,15133,JERUSALEN,100%,1306,499,11,2,1
27,SANTANDER,27112,JESUS MARIA,100%,1403,691,26,19,2
27,SANTANDER,27115,JORDAN,100%,1000,118,10,3,4
03,ATLANTICO,03016,JUAN DE ACOSTA,100%,6644,4980,75,33,15
15,CUNDINAMARCA,15136,JUNIN,100%,2661,945,48,34,9
17,CHOCO,17022,JURADO,100%,188,1514,11,5,4
88,CONSULADOS,88515,KENIA,100%,31,39,4,0,0
13,CORDOBA,13020,LA APARTADA (FRONTERA),100%,1871,5479,78,43,19
15,CUNDINAMARCA,15139,LA CALERA,100%,10072,8462,428,185,10
19,HUILA,19047,LA ARGENTINA (PLATA VIEJA),100%,4925,2769,134,68,16
27,SANTANDER,27119,LA BELLEZA,100%,3173,512,41,8,2
07,BOYACA,07130,LA CAPILLA,100%,1302,431,19,8,2
01,ANTIOQUIA,01163,LA CEJA,100%,33830,12236,1049,491,60
24,RISARALDA,24038,LA CELIA,100%,2608,1151,67,49,11
60,AMAZONAS,60013,LA CHORRERA,100%,40,624,1,1,0
23,NARIÑO,23073,LA CRUZ,100%,3003,7260,134,106,17
31,VALLE,31067,LA CUMBRE,100%,3922,4823,112,66,15
